@RELATION 'Stamps, without duplicates, with normalization, downsampled to 05 pct, v10'

@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'id' real
@ATTRIBUTE 'outlier' {'no','yes'}

@DATA
0.04921330360161646,0.49187222745964454,0.031358,0.222233,0.507031,0.0027947347958009834,0.998375,0.2919192805335774,0.984391,32.0,'no'
0.044565374893336125,0.49187222745964454,0.029074,0.192086,0.476147,0.0087930433249027,0.988046,0.03581683291563625,0.582047,33.0,'no'
0.10391275297451337,0.024627966292849666,0.032463,0.183698,0.3688,0.08642434275132573,0.861722,0.05033941345371861,0.533991,34.0,'no'
0.06913227930640306,0.6868392895356302,0.029039,0.229894,0.600619,0.006502342807440869,0.997771,0.2367927503277954,0.831582,35.0,'no'
0.027031242453027644,0.23121902128963975,0.023656,0.180263,0.467511,0.007920252357838284,0.986932,0.05215088309144839,0.649324,36.0,'no'
0.07276991998196776,0.992872221675988,0.006181,0.078527,0.328725,0.00863271432980476,0.973596,0.09929888537712475,0.625119,37.0,'no'
0.03536813124889311,0.7933927507648886,0.025926,0.195758,0.557475,0.006180682761025625,0.99771,0.14364906806526034,0.793068,38.0,'no'
0.023203418074093155,0.49187222745964454,0.046107,0.261537,0.532188,0.008671794522359883,0.992272,0.047420671144758716,0.657359,39.0,'no'
0.019813318091803384,0.49187222745964454,0.014756,0.145551,0.423204,0.011311210604159736,0.988346,0.050491159601381834,0.628573,40.0,'no'
0.02912930076797991,0.49187222745964454,0.232136,0.556786,0.685619,0.003328830760721,0.99885,0.5124301434238199,0.968084,41.0,'no'
0.04159689909999839,0.49187222745964454,0.365856,0.512397,0.528434,0.011727063935195021,0.986727,0.03180504413678967,0.573255,42.0,'no'
0.026964829096295342,0.49187222745964454,0.280589,0.469827,0.47808,0.014288319631884627,0.962484,0.07323411348240812,0.544174,43.0,'no'
0.05314074801564941,0.14575161508608975,0.025432,0.211695,0.561254,0.008236902123156718,0.996058,0.17142098412118828,0.746971,44.0,'no'
0.11904694820563184,0.49187222745964454,0.03802,0.230967,0.460932,0.005902111132042952,0.994403,0.06603802663619097,0.706946,45.0,'no'
0.09895791405709135,0.49187222745964454,0.02708,0.224832,0.737294,0.02375474473619868,0.957048,0.048848033346215944,0.499365,46.0,'no'
0.09376459081322147,0.49187222745964454,0.037046,0.211547,0.41389,0.00982315711840697,0.966572,0.1058405669615442,0.647288,47.0,'no'
0.05237397562428555,0.5443751048287748,0.031347,0.229502,0.559074,0.029310144416342342,0.980386,0.01847035141088352,0.299214,48.0,'no'
0.06694365732317947,0.49187222745964454,0.442735,0.512665,0.546384,0.10311859936589883,0.655413,0.13831424256147498,0.164605,49.0,'no'
0.04288390945243194,0.8005008646566533,0.049443,0.282454,0.505609,0.0273741718005347,0.975125,0.02535583286110248,0.328321,50.0,'no'
0.03832453188646134,0.8147668318864554,0.059504,0.323276,0.61394,0.015480766532925563,0.990312,0.06252415490436436,0.541862,51.0,'no'
0.04898387564199578,0.5491003522246836,0.03814,0.253819,0.543233,0.029580699595570116,0.969934,0.025526547277223612,0.330363,52.0,'no'
0.08404207789280482,0.8147506376481339,0.02184,0.193346,0.553198,0.008424286636177437,0.996139,0.1381221888433387,0.749333,53.0,'no'
0.024685643444800436,1.0,0.020946,0.172374,0.507866,0.008437313367029145,0.989551,0.05984488698468549,0.659914,54.0,'no'
0.06051061808697332,0.49187222745964454,0.018897,0.138929,0.294125,0.007488366127293206,0.971951,0.12494161329865301,0.690438,55.0,'no'
0.056415127755148044,0.49187222745964454,0.037779,0.23907,0.501786,0.002859868450059522,0.997972,0.21562653376233237,0.94685,56.0,'no'
0.03890816441532096,0.49187222745964454,0.030361,0.178719,0.426959,0.0019139273789816706,0.996537,0.07064731587146153,0.806229,57.0,'no'
0.023884658112089646,0.8147506376481339,0.014326,0.125734,0.340921,0.016738347088225036,0.968241,0.10809541987447749,0.593013,58.0,'no'
0.08824020704867092,0.5978137778266175,0.056452,0.294355,0.561544,0.00837919410630614,0.995977,0.1365786459975768,0.766115,59.0,'no'
0.03356692051327462,0.3095378280056217,0.047083,0.247633,0.451058,0.009895305166201044,0.984824,0.04675915278228933,0.59726,60.0,'no'
0.04166935003461545,0.8527770226892847,0.028863,0.180182,0.401283,0.015299394357221018,0.97238,0.06413171565617168,0.563715,61.0,'no'
0.03545366360226047,0.49187222745964454,0.033955,0.223837,0.504237,0.004280784169115024,0.998764,0.27332326434416027,0.866635,62.0,'no'
0.07193472170791003,0.8149704165967808,0.046734,0.357887,0.84736,0.04500735509265012,0.938991,0.06034754609881993,0.747377,63.0,'no'
0.0305431002559933,0.49187222745964454,0.206793,0.483369,0.76885,0.0076046046487392134,0.950928,0.6982243329689845,0.997015,64.0,'no'
0.05901027998261177,0.49187222745964454,0.054918,0.26552,0.911031,0.05404890835995463,0.839905,0.10685299829048481,0.695242,65.0,'no'
0.053180998534881105,0.49187222745964454,0.127263,0.441554,0.589261,0.00872590555820544,0.996419,0.13196935676230626,0.695838,66.0,'no'
0.08685659545008131,0.18824760990393347,0.072403,0.311833,0.5068,0.009988496394601722,0.990647,0.04779766548035955,0.59701,67.0,'no'
0.0680596029688783,0.8717508863453654,0.067483,0.297928,0.879271,0.0580320818319191,0.86317,0.06655491195166885,0.557844,68.0,'no'
0.07753658772198163,0.49187222745964454,0.024111,0.192069,0.534414,0.002726594972884359,1.0,0.27494505129731106,0.890078,69.0,'no'
0.059317190191753466,0.9714981405544213,0.014653,0.141073,0.425887,0.005470224901497874,0.985839,0.06830236368335321,0.663737,70.0,'no'
0.04210908695722175,0.9572483675629406,0.027192,0.167734,0.353132,0.008618685542733689,0.957547,0.15768795775766617,0.687,71.0,'no'
0.049227391283347556,0.49187222745964454,0.197376,0.493836,0.576958,0.0036835586623751937,0.998112,0.2546608592151405,0.907724,72.0,'no'
0.0175713641705978,0.49187222745964454,0.052102,0.236681,0.448037,0.008237904179376079,0.989621,0.04849712037974473,0.680633,73.0,'no'
0.05414600473346107,0.49187222745964454,0.168192,0.445277,0.494401,0.007954322269296597,0.995656,0.20834508970805465,0.806298,74.0,'no'
0.055676530727246376,0.49187222745964454,0.172066,0.330385,0.415563,0.0076637259656815795,0.977571,0.12103177896276766,0.681829,75.0,'no'
0.03826516237059458,0.49187222745964454,0.244599,0.560466,0.586592,0.013004685614881738,0.992862,0.16072288071093074,0.750738,76.0,'no'
0.07431553992046498,0.4001041058177801,0.043745,0.287977,0.642381,0.031227077963982094,0.982017,0.026261567679967374,0.361241,77.0,'no'
0.11027032248716007,0.49187222745964454,0.218562,0.51866,0.53297,0.010223979606151824,0.994687,0.13681812038685784,0.762086,78.0,'no'
0.1491160985976719,0.94301594554109,0.079849,0.400407,0.698772,0.032840388477155126,0.978006,0.0278383049955306,0.361147,79.0,'no'
0.1457038608298047,0.49187222745964454,0.376156,0.664823,0.732194,0.03134231442920874,0.972343,0.04821022531931895,0.504531,80.0,'no'
0.05903946160905475,0.49187222745964454,0.036191,0.213656,0.55716,0.0065584579557251485,0.996273,0.2815602349220049,0.916566,81.0,'no'
0.056828701840253744,0.49187222745964454,0.040332,0.26182,0.940076,0.022718618605378237,0.979312,0.1200596552043001,0.762861,82.0,'no'
0.09698261982579574,0.49187222745964454,0.296103,0.602466,0.654713,0.015766352555443768,0.988849,0.15247168393174268,0.788743,83.0,'no'
0.09134251581845405,0.49187222745964454,0.043207,0.327288,0.966743,0.08531606857271122,0.896169,0.1442086319847685,0.732745,84.0,'no'
0.11692977089404454,0.2880897160803003,0.127511,0.572804,0.908484,0.14642145682941396,0.82837,0.049310384889877344,0.535753,85.0,'no'
0.26375762747339443,0.3450529493756543,0.064527,0.337234,0.705536,0.11386164409368024,0.885949,0.015788712457647413,0.362147,86.0,'no'
0.11655141601326659,0.49187222745964454,0.0276,0.234651,0.656919,0.057657312805877665,0.931335,0.10946587727056101,0.721262,87.0,'no'
0.14073191544170918,0.49187222745964454,0.70612,0.689218,0.940069,0.19864562081391016,0.687614,0.03203266335828451,0.476306,88.0,'no'
0.11151305726843877,0.1634137454381409,0.051482,0.281735,0.634089,0.05963938000777596,0.901709,0.04818414395018933,0.425185,89.0,'no'
0.08632226980728051,0.32381536254851045,0.031048,0.221121,0.537697,0.004330886980083131,0.998364,0.23622607330761555,0.890111,90.0,'no'
0.07016168633575375,0.46623443473432774,0.028163,0.185496,0.445216,0.004851956214151439,0.993202,0.060802784541809624,0.735547,91.0,'no'
0.14599064577933055,0.5586248778202555,0.047796,0.321332,0.89322,0.10105235944157412,0.851782,0.05810691938723009,0.644242,92.0,'no'
0.13060689732897554,0.9715328424936813,0.087559,0.400621,0.696094,0.0143975437597951,0.992173,0.12290015340587115,0.694211,93.0,'no'
0.1214911609859767,0.40220820006824715,0.068338,0.313441,0.498189,0.02120050343304461,0.98711,0.05254921672906437,0.55176,94.0,'no'
0.1328649514578738,0.5090392768115858,0.064159,0.322455,0.627139,0.021417949632646188,0.985053,0.03338889455302461,0.517069,95.0,'no'
0.026078311410217193,0.49187222745964454,0.028896,0.228724,0.595763,0.003720634742491593,0.997493,0.2412858589187613,0.902074,96.0,'no'
0.030102357070406205,0.49187222745964454,0.029668,0.196553,0.475993,0.0034961741493544753,0.995155,0.10639538881393788,0.829476,97.0,'no'
0.02695275394052583,0.49187222745964454,0.019256,0.160005,0.45483,0.006123565556521984,0.990437,0.0552640501521018,0.706534,98.0,'no'
0.06044219220427944,0.49187222745964454,0.016256,0.115572,0.290595,0.0030903413805128126,0.990526,0.10529285820982223,0.775251,99.0,'no'
0.07883768575614626,0.5160560089299657,0.025988,0.202582,0.513121,0.005442167327355734,0.997933,0.21817065276924866,0.845228,100.0,'no'
0.061988818405757436,0.4946877114649424,0.020464,0.160216,0.472647,0.008074569015620052,0.985688,0.055169208809812284,0.638136,101.0,'no'
0.028749939624221153,0.35230449794969376,0.020581,0.243201,0.867983,0.18307266510880327,0.697722,0.03946822459378267,0.409741,102.0,'no'
0.03117905845985413,0.49187222745964454,0.003311,0.06361,0.352968,0.004653549082717737,0.997975,0.20453958084868779,0.837922,103.0,'no'
0.0404095087826633,0.49187222745964454,0.031777,0.204351,0.458431,0.016119076344659245,0.956952,0.06753414881080812,0.609049,104.0,'no'
0.04180620180000322,0.49187222745964454,0.019024,0.137141,0.314509,0.035340518744463645,0.8934,0.10349087270632142,0.553398,105.0,'no'
0.0016039831913831689,0.1323057703541333,0.091931,0.266093,0.307743,0.02355633760476498,0.799217,0.1622024056506472,0.484818,106.0,'no'
0.0,0.36400946206210494,0.105395,0.275807,0.303402,0.016849575328574232,0.795605,0.24103215832813685,0.596357,107.0,'no'
0.06944321456746791,0.43753824442889283,0.011647,0.143191,0.539735,0.006910179688721256,0.996231,0.1549209615963695,0.758482,108.0,'no'
0.08693105891065994,0.8432490268997866,0.016502,0.155384,0.462681,0.009223927499228417,0.988,0.06059650462232992,0.647555,109.0,'no'
0.039403245801870844,0.2882377776878098,0.022658,0.163913,0.415992,0.00955460605161792,0.979117,0.080088771496383,0.660901,110.0,'no'
0.08493161436782536,0.5018316840272757,0.013339,0.150713,0.532602,0.007547487444235572,0.995769,0.1255723082248783,0.70603,111.0,'no'
0.05157902786945952,0.49187222745964454,0.007018,0.093871,0.41258,0.009424338743100844,0.987621,0.05482303791045555,0.60862,112.0,'no'
0.04274605142406337,0.8481767022747122,0.011796,0.119448,0.380133,0.011458512868405971,0.982188,0.07450498746908765,0.640688,113.0,'no'
0.039403245801870844,0.4163943528377511,0.013335,0.154497,0.527051,0.014864501958017855,0.992132,0.05865462813895205,0.505884,114.0,'no'
0.10978127867849495,0.4804703269501044,0.056105,0.327465,0.695621,0.026334037444836804,0.979622,0.0709199847305439,0.49965,115.0,'no'
0.035905475680636276,0.2999369581436776,0.0,0.0,0.0,0.02462152336594693,0.979204,0.024080216807308475,0.30995,116.0,'no'
0.10770032683421615,0.8432490268997866,0.026694,0.196173,0.496645,0.037658274779848254,0.950884,0.06438778728035338,0.388173,117.0,'no'
0.07811116388401411,0.7437435295342422,0.116686,0.411199,0.559661,0.013939604067546608,0.990629,0.03652340091569316,0.539087,118.0,'no'
0.18795885591924133,0.21685357516729228,0.042344,0.266126,0.669146,0.07893096634293571,0.893537,0.03051520188165223,0.469507,119.0,'no'
0.05582344512244208,0.5018189599828804,0.035669,0.247266,0.530017,0.015058900864574109,0.991894,0.073551831979078,0.536928,120.0,'no'
0.03801963420328122,0.6370304393843876,0.053979,0.295698,0.60649,0.026771936012698054,0.97885,0.021033438686257722,0.323057,121.0,'no'
0.11730812577482248,0.6228003308251543,0.023489,0.212643,0.594075,0.04331588419436685,0.952813,0.04269045919806903,0.349616,122.0,'no'
0.09467224002189628,0.4686092041110231,0.002221,0.053423,0.367446,0.04086685879424579,0.967683,0.017201848457761224,0.302377,123.0,'no'
0.06794488898906796,0.49187222745964454,0.277966,0.610553,0.627403,0.022071290287670298,0.98121,0.039453998392439245,0.469774,124.0,'no'
0.14390969393505176,0.2988183989681957,0.31623,0.687459,0.839423,0.13606720991474505,0.804331,0.03949193492935506,0.449794,125.0,'no'
0.047228953003493744,0.49187222745964454,0.309062,0.667739,0.703692,0.017040968066472404,0.985705,0.05076857052757868,0.533314,126.0,'no'
0.11580476888151857,0.49187222745964454,0.197685,0.52081,0.615215,0.02118246642109609,0.978913,0.03782509833861678,0.533457,127.0,'no'
0.04790516172658627,0.49187222745964454,0.266359,0.5883,0.685979,0.022245648069839308,0.977209,0.027871499465331934,0.486887,128.0,'no'
0.040670130894688544,0.49187222745964454,0.291828,0.581883,0.691912,0.026754901056968903,0.971244,0.02142228818964475,0.421493,129.0,'no'
1.0,0.4441188888439049,0.214823,0.586667,0.837926,0.18415789199437246,0.791318,0.01028080150418369,0.259163,130.0,'no'
0.14550663328556937,0.94301594554109,0.13464,0.486149,0.668944,0.03235038298588704,0.978067,0.023302517800534432,0.341616,131.0,'no'
0.0521817793949542,0.49187222745964454,0.184701,0.564663,0.712295,0.03086232950013428,0.970632,0.02454256835096987,0.363408,132.0,'no'
0.09219985187808924,0.313041567139577,0.225058,0.634724,0.736303,0.04697038322638054,0.965966,0.01383972287359783,0.195017,133.0,'no'
0.10427400138461786,0.0745015933973777,0.241716,0.665673,0.831115,0.03525534396581786,0.972802,0.05875184051479881,0.525076,134.0,'no'
0.10459600553847145,0.11012776097304237,0.120535,0.496672,0.763635,0.030357293165575765,0.977017,0.05037260792351994,0.532209,135.0,'no'
0.08790512147606704,0.6975355839468829,0.479174,0.794936,0.866151,0.04304532901513907,0.964564,0.2163923776013202,0.668841,136.0,'no'
0.13522463814783212,0.8717508863453654,0.301528,0.716891,0.747064,0.03622733849859913,0.915081,0.10687670862605718,0.708028,137.0,'no'
0.14393786929851396,0.49187222745964454,0.386596,0.727173,0.824395,0.036696300809260604,0.967406,0.03444163345243825,0.472287,138.0,'no'
0.16002902062436603,0.49187222745964454,0.209861,0.563067,0.62787,0.02503336847210476,0.984144,0.03184535170726271,0.489041,139.0,'no'
0.17116432676981533,0.5374520679463971,0.30922,0.792885,0.98558,0.12364371690709336,0.874177,0.045239320272099814,0.504373,140.0,'no'
0.09601056978635024,0.779195030682298,0.254155,0.661205,0.859781,0.03791880939688241,0.982875,0.05963386499809132,0.440511,141.0,'no'
0.09738210622917036,0.49187222745964454,0.214759,0.57294,0.72484,0.026349068288127237,0.980116,0.06506116081060895,0.591484,142.0,'no'
